tipo_entidad,entidad,periodo,Apoyo y Asociados Internacionales,JCR Latino America,Microrate,rating_moodys,PCR (Pacific Credit Rating)
Financiera,MITSUI AUTO FINANCE,2021 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2021 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2022 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2022 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2023 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2023 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2024 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2024 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2025 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2025 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2026 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2026 - SEPTIEMBRE,9.0,,,8.0,
Fondo,FONDO MIVIVIENDA,2012 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2012 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2013 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2013 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2014 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2014 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2015 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2015 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2016 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2016 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2017 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2017 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2018 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2018 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2019 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2019 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2020 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2020 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2021 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2021 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2022 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2022 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2023 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2023 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2024 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2024 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2025 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2025 - SEPTIEMBRE,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2026 - MARZO,9.0,,,9.0,
Fondo,FONDO MIVIVIENDA,2026 - SEPTIEMBRE,9.0,,,9.0,
Seguros,AVLA Perú,2012 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2012 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2013 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2013 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2014 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2014 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2015 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2015 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2016 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2016 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2017 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2017 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2018 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2018 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2019 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2019 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2020 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2020 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2021 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2021 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2022 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2022 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2023 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2023 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2024 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2024 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2025 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2025 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AVLA Perú,2026 - MARZO,,9.0,,,9.0
Seguros,AVLA Perú,2026 - SEPTIEMBRE,,9.0,,,9.0
Seguros,AuguStar Seguros,2012 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2012 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2013 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2013 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2014 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2014 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2015 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2015 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2016 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2016 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2017 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2017 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2018 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2018 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2019 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2019 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2020 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2020 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2021 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2021 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2022 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2022 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2023 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2023 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2024 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2024 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2025 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2025 - SEPTIEMBRE,8.0,,,,8.0
Seguros,AuguStar Seguros,2026 - MARZO,8.0,,,,8.0
Seguros,AuguStar Seguros,2026 - SEPTIEMBRE,8.0,,,,8.0
Seguros,BNP Paribas Cardif,2012 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2012 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2013 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2013 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2014 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2014 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2015 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2015 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2016 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2016 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2017 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2017 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2018 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2018 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2019 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2019 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2020 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2020 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2021 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2021 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2022 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2022 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2023 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2023 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2024 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2024 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2025 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2025 - SEPTIEMBRE,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2026 - MARZO,,,,9.0,10.0
Seguros,BNP Paribas Cardif,2026 - SEPTIEMBRE,,,,9.0,10.0
Seguros,Cesce,2012 - MARZO,,,,9.0,9.0
Seguros,Cesce,2012 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2013 - MARZO,,,,9.0,9.0
Seguros,Cesce,2013 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2014 - MARZO,,,,9.0,9.0
Seguros,Cesce,2014 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2015 - MARZO,,,,9.0,9.0
Seguros,Cesce,2015 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2016 - MARZO,,,,9.0,9.0
Seguros,Cesce,2016 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2017 - MARZO,,,,9.0,9.0
Seguros,Cesce,2017 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2018 - MARZO,,,,9.0,9.0
Seguros,Cesce,2018 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2019 - MARZO,,,,9.0,9.0
Seguros,Cesce,2019 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2020 - MARZO,,,,9.0,9.0
Seguros,Cesce,2020 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2021 - MARZO,,,,9.0,9.0
Seguros,Cesce,2021 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2022 - MARZO,,,,9.0,9.0
Seguros,Cesce,2022 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2023 - MARZO,,,,9.0,9.0
Seguros,Cesce,2023 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2024 - MARZO,,,,9.0,9.0
Seguros,Cesce,2024 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2025 - MARZO,,,,9.0,9.0
Seguros,Cesce,2025 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Cesce,2026 - MARZO,,,,9.0,9.0
Seguros,Cesce,2026 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2012 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2012 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2013 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2013 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2014 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2014 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2015 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2015 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2016 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2016 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2017 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2017 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2018 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2018 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2019 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2019 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2020 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2020 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2021 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2021 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2022 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2022 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2023 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2023 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2024 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2024 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2025 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2025 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Chubb Perú,2026 - MARZO,,,,9.0,9.0
Seguros,Chubb Perú,2026 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Crecer Seguros,2012 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2012 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2013 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2013 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2014 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2014 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2015 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2015 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2016 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2016 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2017 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2017 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2018 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2018 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2019 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2019 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2020 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2020 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2021 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2021 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2022 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2022 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2023 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2023 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2024 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2024 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2025 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2025 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Crecer Seguros,2026 - MARZO,,,,8.0,9.0
Seguros,Crecer Seguros,2026 - SEPTIEMBRE,,,,8.0,9.0
Seguros,Insur,2012 - MARZO,,,,9.0,9.0
Seguros,Insur,2012 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2013 - MARZO,,,,9.0,9.0
Seguros,Insur,2013 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2014 - MARZO,,,,9.0,9.0
Seguros,Insur,2014 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2015 - MARZO,,,,9.0,9.0
Seguros,Insur,2015 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2016 - MARZO,,,,9.0,9.0
Seguros,Insur,2016 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2017 - MARZO,,,,9.0,9.0
Seguros,Insur,2017 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2018 - MARZO,,,,9.0,9.0
Seguros,Insur,2018 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2019 - MARZO,,,,9.0,9.0
Seguros,Insur,2019 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2020 - MARZO,,,,9.0,9.0
Seguros,Insur,2020 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2021 - MARZO,,,,9.0,9.0
Seguros,Insur,2021 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2022 - MARZO,,,,9.0,9.0
Seguros,Insur,2022 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2023 - MARZO,,,,9.0,9.0
Seguros,Insur,2023 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2024 - MARZO,,,,9.0,9.0
Seguros,Insur,2024 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2025 - MARZO,,,,9.0,9.0
Seguros,Insur,2025 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Insur,2026 - MARZO,,,,9.0,9.0
Seguros,Insur,2026 - SEPTIEMBRE,,,,9.0,9.0
Seguros,Interseguro,2012 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2012 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2013 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2013 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2014 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2014 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2015 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2015 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2016 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2016 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2017 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2017 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2018 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2018 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2019 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2019 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2020 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2020 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2021 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2021 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2022 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2022 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2023 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2023 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2024 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2024 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2025 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2025 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Interseguro,2026 - MARZO,,,,10.0,10.0
Seguros,Interseguro,2026 - SEPTIEMBRE,,,,10.0,10.0
Seguros,La Positiva,2012 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2012 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2013 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2013 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2014 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2014 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2015 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2015 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2016 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2016 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2017 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2017 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2018 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2018 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2019 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2019 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2020 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2020 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2021 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2021 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2022 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2022 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2023 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2023 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2024 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2024 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2025 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2025 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva,2026 - MARZO,9.0,,,9.0,
Seguros,La Positiva,2026 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2012 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2012 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2013 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2013 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2014 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2014 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2015 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2015 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2016 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2016 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2017 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2017 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2018 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2018 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2019 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2019 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2020 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2020 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2021 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2021 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2022 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2022 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2023 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2023 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2024 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2024 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2025 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2025 - SEPTIEMBRE,9.0,,,9.0,
Seguros,La Positiva Vida,2026 - MARZO,9.0,,,9.0,
Seguros,La Positiva Vida,2026 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2012 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2012 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2013 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2013 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2014 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2014 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2015 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2015 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2016 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2016 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2017 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2017 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2018 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2018 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2019 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2019 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2020 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2020 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2021 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2021 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2022 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2022 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2023 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2023 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2024 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2024 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2025 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2025 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Liberty Seguros,2026 - MARZO,9.0,,,9.0,
Seguros,Liberty Seguros,2026 - SEPTIEMBRE,9.0,,,9.0,
Seguros,Mapfre Perú,2012 - MARZO,,,,10.0,10.0
Seguros,Mapfre Perú,2012 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Mapfre Perú,2013 - MARZO,,,,10.0,10.0
Seguros,Mapfre Perú,2013 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Mapfre Perú,2014 - MARZO,,,,10.0,10.0
Seguros,Mapfre Perú,2014 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Mapfre Perú,2015 - MARZO,,,,10.0,10.0
Seguros,Mapfre Perú,2015 - SEPTIEMBRE,,,,10.0,10.0
Seguros,Mapfre Perú,2016 - MARZO,,,,10.0,10.0
